TOTAL_INPUT_TOKEN: 470830
TOTAL_COMPLETION_TOKENS: 1757
TOTAL_TOKEN: 472587
TOTAL_TOOL_CALL: 0
TOTAL_API_CALLS: 10
TOTAL_USER_INPUT: 470830
developer:
You are a summarizer. Your goal is to summarize results of executed shell commandfollowing 2 simple rules:
1 - If the result of the command is not long, leave it as it is.
2 - If the result of the command is really long you'll have to summarizeit keeping everything that is important
user:
command:{'command': 'dirb http://192.168.1.35/backup/ /usr/share/wordlists/dirb/common.txt'}
result:
-----------------
DIRB v2.22    
By The Dark Raver
-----------------
START_TIME: Mon Apr 14 18:02:46 2025
URL_BASE: http://192.168.1.35/backup/
WORDLIST_FILES: /usr/share/wordlists/dirb/common.txt
-----------------
*** Generating Wordlist...
                                                                               
GENERATED WORDS: 4612
 
--> Testing: http://192.168.1.35/backup/mailto
 
--> Testing: http://192.168.1.35/backup/main
 
--> Testing: http://192.168.1.35/backup/Main
 
--> Testing: http://192.168.1.35/backup/main.mdb
 
+ http://192.168.1.35/backup/main.mdb (CODE:403|SIZE:277)

 
--> Testing: http://192.168.1.35/backup/Main_Page
 
--> Testing: http://192.168.1.35/backup/mainfile
 
--> Testing: http://192.168.1.35/backup/maint
 
--> Testing: http://192.168.1.35/backup/maintainers
 
--> Testing: http://192.168.1.35/backup/mainten
 
--> Testing: http://192.168.1.35/backup/maintenance
 
--> Testing: http://192.168.1.35/backup/makefile
 
--> Testing: http://192.168.1.35/backup/Makefile
 
--> Testing: http://192.168.1.35/backup/mal
 
--> Testing: http://192.168.1.35/backup/mall
 
--> Testing: http://192.168.1.35/backup/mambo
 
--> Testing: http://192.168.1.35/backup/mambots
 
--> Testing: http://192.168.1.35/backup/man
 
--> Testing: http://192.168.1.35/backup/mana
 
--> Testing: http://192.168.1.35/backup/manage
 
--> Testing: http://192.168.1.35/backup/managed
 
--> Testing: http://192.168.1.35/backup/management
 
--> Testing: http://192.168.1.35/backup/manager
 
--> Testing: http://192.168.1.35/backup/manifest
 
--> Testing: http://192.168.1.35/backup/manifest.mf
 
--> Testing: http://192.168.1.35/backup/MANIFEST.MF
 
--> Testing: http://192.168.1.35/backup/mantis
 
--> Testing: http://192.168.1.35/backup/manual
 
--> Testing: http://192.168.1.35/backup/manuallogin
 
--> Testing: http://192.168.1.35/backup/manuals
 
--> Testing: http://192.168.1.35/backup/manufacturer
 
--> Testing: http://192.168.1.35/backup/manufacturers
 
--> Testing: http://192.168.1.35/backup/map
 
--> Testing: http://192.168.1.35/backup/maps
 
--> Testing: http://192.168.1.35/backup/mark
 
--> Testing: http://192.168.1.35/backup/market
 
--> Testing: http://192.168.1.35/backup/marketing
 
--> Testing: http://192.168.1.35/backup/marketplace
 
--> Testing: http://192.168.1.35/backup/markets
 
--> Testing: http://192.168.1.35/backup/master
 
--> Testing: http://192.168.1.35/backup/master.passwd
 
--> Testing: http://192.168.1.35/backup/masterpages
 
--> Testing: http://192.168.1.35/backup/masters
 
--> Testing: http://192.168.1.35/backup/masthead
 
--> Testing: http://192.168.1.35/backup/match
 
--> Testing: http://192.168.1.35/backup/matches
 
--> Testing: http://192.168.1.35/backup/math
 
--> Testing: http://192.168.1.35/backup/matrix
 
--> Testing: http://192.168.1.35/backup/matt
 
--> Testing: http://192.168.1.35/backup/maven
 
--> Testing: http://192.168.1.35/backup/mb
 
--> Testing: http://192.168.1.35/backup/mbo
 
--> Testing: http://192.168.1.35/backup/mbox
 
--> Testing: http://192.168.1.35/backup/mc
 
--> Testing: http://192.168.1.35/backup/mchat
 
--> Testing: http://192.168.1.35/backup/mcp
 
--> Testing: http://192.168.1.35/backup/mdb
 
--> Testing: http://192.168.1.35/backup/mdb-database
 
--> Testing: http://192.168.1.35/backup/me
 
--> Testing: http://192.168.1.35/backup/media
 
--> Testing: http://192.168.1.35/backup/Media
 
--> Testing: http://192.168.1.35/backup/media_center
 
--> Testing: http://192.168.1.35/backup/mediakit
 
--> Testing: http://192.168.1.35/backup/mediaplayer
 
--> Testing: http://192.168.1.35/backup/medias
 
--> Testing: http://192.168.1.35/backup/mediawiki
 
--> Testing: http://192.168.1.35/backup/medium
 
--> Testing: http://192.168.1.35/backup/meetings
 
--> Testing: http://192.168.1.35/backup/mein-konto
 
--> Testing: http://192.168.1.35/backup/mein-merkzettel
 
--> Testing: http://192.168.1.35/backup/mem
 
--> Testing: http://192.168.1.35/backup/member
 
--> Testing: http://192.168.1.35/backup/member2
 
--> Testing: http://192.168.1.35/backup/memberlist
 
--> Testing: http://192.168.1.35/backup/members
 
--> Testing: http://192.168.1.35/backup/Members
 
--> Testing: http://192.168.1.35/backup/membership
 
--> Testing: http://192.168.1.35/backup/membre
 
--> Testing: http://192.168.1.35/backup/membres
 
--> Testing: http://192.168.1.35/backup/memcached
 
--> Testing: http://192.168.1.35/backup/memcp
 
--> Testing: http://192.168.1.35/backup/memlogin
 
--> Testing: http://192.168.1.35/backup/memo
 
--> Testing: http://192.168.1.35/backup/memory
 
--> Testing: http://192.168.1.35/backup/menu
 
--> Testing: http://192.168.1.35/backup/menus
 
--> Testing: http://192.168.1.35/backup/Menus
 
--> Testing: http://192.168.1.35/backup/merchant
 
--> Testing: http://192.168.1.35/backup/merchant2
 
--> Testing: http://192.168.1.35/backup/message
 
--> Testing: http://192.168.1.35/backup/messageboard
 
--> Testing: http://192.168.1.35/backup/messages
 
--> Testing: http://192.168.1.35/backup/messaging
 
--> Testing: http://192.168.1.35/backup/meta
 
--> Testing: http://192.168.1.35/backup/meta_login
 
--> Testing: http://192.168.1.35/backup/meta_tags
 
--> Testing: http://192.168.1.35/backup/metabase
 
--> Testing: http://192.168.1.35/backup/metadata
 
--> Testing: http://192.168.1.35/backup/metaframe
 
--> Testing: http://192.168.1.35/backup/meta-inf
 
--> Testing: http://192.168.1.35/backup/META-INF
 
--> Testing: http://192.168.1.35/backup/metatags
 
--> Testing: http://192.168.1.35/backup/mgr
 
--> Testing: http://192.168.1.35/backup/michael
 
--> Testing: http://192.168.1.35/backup/microsoft
 
--> Testing: http://192.168.1.35/backup/midi
 
--> Testing: http://192.168.1.35/backup/migrate
 
--> Testing: http://192.168.1.35/backup/migrated
 
--> Testing: http://192.168.1.35/backup/migration
 
--> Testing: http://192.168.1.35/backup/military
 
--> Testing: http://192.168.1.35/backup/min
 
--> Testing: http://192.168.1.35/backup/mina
 
--> Testing: http://192.168.1.35/backup/mine
 
--> Testing: http://192.168.1.35/backup/mini
 
--> Testing: http://192.168.1.35/backup/mini_cal
 
--> Testing: http://192.168.1.35/backup/minicart
 
--> Testing: http://192.168.1.35/backup/minimum
 
--> Testing: http://192.168.1.35/backup/mint
 
--> Testing: http://192.168.1.35/backup/minute
 
--> Testing: http://192.168.1.35/backup/mirror
 
--> Testing: http://192.168.1.35/backup/mirrors
 
--> Testing: http://192.168.1.35/backup/misc
 
--> Testing: http://192.168.1.35/backup/Misc
 
--> Testing: http://192.168.1.35/backup/miscellaneous
 
--> Testing: http://192.168.1.35/backup/missing
 
--> Testing: http://192.168.1.35/backup/mission
 
--> Testing: http://192.168.1.35/backup/mix
 
--> Testing: http://192.168.1.35/backup/mk
 
--> Testing: http://192.168.1.35/backup/mkstats
 
--> Testing: http://192.168.1.35/backup/ml
 
--> Testing: http://192.168.1.35/backup/mlist
 
--> Testing: http://192.168.1.35/backup/mm
 
--> Testing: http://192.168.1.35/backup/mm5
 
--> Testing: http://192.168.1.35/backup/mms
 
--> Testing: http://192.168.1.35/backup/mmwip
 
--> Testing: http://192.168.1.35/backup/mo
 
--> Testing: http://192.168.1.35/backup/mobi
 
--> Testing: http://192.168.1.35/backup/mobil
 
--> Testing: http://192.168.1.35/backup/mobile
 
--> Testing: http://192.168.1.35/backup/mock
 
--> Testing: http://192.168.1.35/backup/mod
 
--> Testing: http://192.168.1.35/backup/modcp
 
--> Testing: http://192.168.1.35/backup/mode
 
--> Testing: http://192.168.1.35/backup/model
 
--> Testing: http://192.168.1.35/backup/models
 
--> Testing: http://192.168.1.35/backup/modelsearch
 
--> Testing: http://192.168.1.35/backup/modem
 
--> Testing: http://192.168.1.35/backup/moderation
 
--> Testing: http://192.168.1.35/backup/moderator
 
--> Testing: http://192.168.1.35/backup/modify
 
--> Testing: http://192.168.1.35/backup/modlogan
 
--> Testing: http://192.168.1.35/backup/mods
 
--> Testing: http://192.168.1.35/backup/module
 
--> Testing: http://192.168.1.35/backup/modules
 
--> Testing: http://192.168.1.35/backup/modulos
 
--> Testing: http://192.168.1.35/backup/mojo
 
--> Testing: http://192.168.1.35/backup/money
 
--> Testing: http://192.168.1.35/backup/monitor
 
--> Testing: http://192.168.1.35/backup/monitoring
 
--> Testing: http://192.168.1.35/backup/monitors
 
--> Testing: http://192.168.1.35/backup/month
 
--> Testing: http://192.168.1.35/backup/monthly
 
--> Testing: http://192.168.1.35/backup/moodle
 
--> Testing: http://192.168.1.35/backup/more
 
--> Testing: http://192.168.1.35/backup/motd
 
--> Testing: http://192.168.1.35/backup/moto1
 
--> Testing: http://192.168.1.35/backup/moto-news
 
--> Testing: http://192.168.1.35/backup/mount
 
--> Testing: http://192.168.1.35/backup/move
 
--> Testing: http://192.168.1.35/backup/moved
 
--> Testing: http://192.168.1.35/backup/movie
 
--> Testing: http://192.168.1.35/backup/movies
 
--> Testing: http://192.168.1.35/backup/moving.page
 
--> Testing: http://192.168.1.35/backup/mozilla
 
--> Testing: http://192.168.1.35/backup/mp
 
--> Testing: http://192.168.1.35/backup/mp3
 
--> Testing: http://192.168.1.35/backup/mp3s
 
--> Testing: http://192.168.1.35/backup/mqseries
 
--> Testing: http://192.168.1.35/backup/mrtg
 
--> Testing: http://192.168.1.35/backup/ms
 
--> Testing: http://192.168.1.35/backup/msadc
 
--> Testing: http://192.168.1.35/backup/msadm
 
--> Testing: http://192.168.1.35/backup/msft
 
--> Testing: http://192.168.1.35/backup/msg
 
--> Testing: http://192.168.1.35/backup/msie
 
--> Testing: http://192.168.1.35/backup/msn
 
--> Testing: http://192.168.1.35/backup/msoffice
 
--> Testing: http://192.168.1.35/backup/mspace
 
--> Testing: http://192.168.1.35/backup/msql
 
--> Testing: http://192.168.1.35/backup/mssql
 
--> Testing: http://192.168.1.35/backup/ms-sql
 
--> Testing: http://192.168.1.35/backup/mstpre
 
--> Testing: http://192.168.1.35/backup/mt
 
--> Testing: http://192.168.1.35/backup/mta
 
--> Testing: http://192.168.1.35/backup/mt-bin
 
--> Testing: http://192.168.1.35/backup/mt-search
 
--> Testing: http://192.168.1.35/backup/mt-static
 
--> Testing: http://192.168.1.35/backup/multi
 
--> Testing: http://192.168.1.35/backup/multimedia
 
--> Testing: http://192.168.1.35/backup/music
 
--> Testing: http://192.168.1.35/backup/Music
 
--> Testing: http://192.168.1.35/backup/mx
 
--> Testing: http://192.168.1.35/backup/my
 
--> Testing: http://192.168.1.35/backup/myaccount
 
--> Testing: http://192.168.1.35/backup/my-account
 
--> Testing: http://192.168.1.35/backup/myadmin
 
--> Testing: http://192.168.1.35/backup/myblog
 
--> Testing: http://192.168.1.35/backup/mycalendar
 
--> Testing: http://192.168.1.35/backup/mycgi
 
--> Testing: http://192.168.1.35/backup/my-components
 
--> Testing: http://192.168.1.35/backup/myfaces
 
--> Testing: http://192.168.1.35/backup/my-gift-registry
 
--> Testing: http://192.168.1.35/backup/myhomework
 
--> Testing: http://192.168.1.35/backup/myicons
 
--> Testing: http://192.168.1.35/backup/mypage
 
--> Testing: http://192.168.1.35/backup/myphpnuke
 
--> Testing: http://192.168.1.35/backup/myspace
 
--> Testing: http://192.168.1.35/backup/mysql
 
--> Testing: http://192.168.1.35/backup/my-sql
 
--> Testing: http://192.168.1.35/backup/mysqld
 
--> Testing: http://192.168.1.35/backup/mysqldumper
 
--> Testing: http://192.168.1.35/backup/mysqlmanager
 
--> Testing: http://192.168.1.35/backup/mytag_js
 
--> Testing: http://192.168.1.35/backup/mytp
 
--> Testing: http://192.168.1.35/backup/my-wishlist
 
--> Testing: http://192.168.1.35/backup/n
 
--> Testing: http://192.168.1.35/backup/N
 
--> Testing: http://192.168.1.35/backup/nachrichten
 
--> Testing: http://192.168.1.35/backup/nagios
 
--> Testing: http://192.168.1.35/backup/name
 
--> Testing: http://192.168.1.35/backup/names
 
--> Testing: http://192.168.1.35/backup/national
 
--> Testing: http://192.168.1.35/backup/nav
 
--> Testing: http://192.168.1.35/backup/navigation
 
--> Testing: http://192.168.1.35/backup/navsiteadmin
 
--> Testing: http://192.168.1.35/backup/navSiteAdmin
 
--> Testing: http://192.168.1.35/backup/nc
 
--> Testing: http://192.168.1.35/backup/ne
 
--> Testing: http://192.168.1.35/backup/net
 
--> Testing: http://192.168.1.35/backup/netbsd
 
--> Testing: http://192.168.1.35/backup/netcat
 
--> Testing: http://192.168.1.35/backup/nethome
 
--> Testing: http://192.168.1.35/backup/nets
 
--> Testing: http://192.168.1.35/backup/netscape
 
--> Testing: http://192.168.1.35/backup/netstat
 
--> Testing: http://192.168.1.35/backup/netstorage
 
--> Testing: http://192.168.1.35/backup/network
 
--> Testing: http://192.168.1.35/backup/networking
 
--> Testing: http://192.168.1.35/backup/new
 
--> Testing: http://192.168.1.35/backup/newadmin
 
--> Testing: http://192.168.1.35/backup/newattachment
 
--> Testing: http://192.168.1.35/backup/newposts
 
--> Testing: http://192.168.1.35/backup/newreply
 
--> Testing: http://192.168.1.35/backup/news
 
--> Testing: http://192.168.1.35/backup/News
 
--> Testing: http://192.168.1.35/backup/news_insert
 
--> Testing: http://192.168.1.35/backup/newsadmin
 
--> Testing: http://192.168.1.35/backup/newsite
 
--> Testing: http://192.168.1.35/backup/newsletter
 
--> Testing: http://192.168.1.35/backup/newsletters
 
--> Testing: http://192.168.1.35/backup/newsline
 
--> Testing: http://192.168.1.35/backup/newsroom
 
--> Testing: http://192.168.1.35/backup/newssys
 
--> Testing: http://192.168.1.35/backup/newstarter
 
--> Testing: http://192.168.1.35/backup/newthread
 
--> Testing: http://192.168.1.35/backup/newticket
 
--> Testing: http://192.168.1.35/backup/next
 
--> Testing: http://192.168.1.35/backup/nfs
 
--> Testing: http://192.168.1.35/backup/nice
 
--> Testing: http://192.168.1.35/backup/nieuws
 
--> Testing: http://192.168.1.35/backup/ningbar
 
--> Testing: http://192.168.1.35/backup/nk9
 
--> Testing: http://192.168.1.35/backup/nl
 
--> Testing: http://192.168.1.35/backup/no
 
--> Testing: http://192.168.1.35/backup/nobody
 
--> Testing: http://192.168.1.35/backup/node
 
--> Testing: http://192.168.1.35/backup/noindex
 
--> Testing: http://192.168.1.35/backup/no-index
 
--> Testing: http://192.168.1.35/backup/nokia
 
--> Testing: http://192.168.1.35/backup/none
 
--> Testing: http://192.168.1.35/backup/note
 
--> Testing: http://192.168.1.35/backup/notes
 
--> Testing: http://192.168.1.35/backup/notfound
 
--> Testing: http://192.168.1.35/backup/noticias
 
--> Testing: http://192.168.1.35/backup/notification
 
--> Testing: http://192.168.1.35/backup/notifications
 
--> Testing: http://192.168.1.35/backup/notified
 
--> Testing: http://192.168.1.35/backup/notifier
 
--> Testing: http://192.168.1.35/backup/notify
 
--> Testing: http://192.168.1.35/backup/novell
 
--> Testing: http://192.168.1.35/backup/nr
 
--> Testing: http://192.168.1.35/backup/ns
 
--> Testing: http://192.168.1.35/backup/nsf
 
--> Testing: http://192.168.1.35/backup/ntopic
 
--> Testing: http://192.168.1.35/backup/nude
 
--> Testing: http://192.168.1.35/backup/nuke
 
--> Testing: http://192.168.1.35/backup/nul
 
--> Testing: http://192.168.1.35/backup/null
 
--> Testing: http://192.168.1.35/backup/number
 
--> Testing: http://192.168.1.35/backup/nxfeed
 
--> Testing: http://192.168.1.35/backup/nz
 
--> Testing: http://192.168.1.35/backup/o
 
--> Testing: http://192.168.1.35/backup/O
 
--> Testing: http://192.168.1.35/backup/OA
 
--> Testing: http://192.168.1.35/backup/OA_HTML
 
--> Testing: http://192.168.1.35/backup/oa_servlets
 
--> Testing: http://192.168.1.35/backup/OAErrorDetailPage
 
--> Testing: http://192.168.1.35/backup/OasDefault
 
--> Testing: http://192.168.1.35/backup/oauth
 
--> Testing: http://192.168.1.35/backup/obdc
 
--> Testing: http://192.168.1.35/backup/obj
 
--> Testing: http://192.168.1.35/backup/object
 
--> Testing: http://192.168.1.35/backup/objects
 
--> Testing: http://192.168.1.35/backup/obsolete
 
--> Testing: http://192.168.1.35/backup/obsoleted
 
--> Testing: http://192.168.1.35/backup/odbc
 
--> Testing: http://192.168.1.35/backup/ode
 
--> Testing: http://192.168.1.35/backup/oem
 
--> Testing: http://192.168.1.35/backup/of
 
--> Testing: http://192.168.1.35/backup/ofbiz
 
--> Testing: http://192.168.1.35/backup/off
 
--> Testing: http://192.168.1.35/backup/offer
 
--> Testing: http://192.168.1.35/backup/offerdetail
 
--> Testing: http://192.168.1.35/backup/offers
 
--> Testing: http://192.168.1.35/backup/office
 
--> Testing: http://192.168.1.35/backup/Office
 
--> Testing: http://192.168.1.35/backup/offices
 
--> Testing: http://192.168.1.35/backup/offline
 
--> Testing: http://192.168.1.35/backup/ogl
 
--> Testing: http://192.168.1.35/backup/old
 
--> Testing: http://192.168.1.35/backup/old_site
 
--> Testing: http://192.168.1.35/backup/oldie
 
--> Testing: http://192.168.1.35/backup/oldsite
 
--> Testing: http://192.168.1.35/backup/old-site
 
--> Testing: http://192.168.1.35/backup/omited
 
--> Testing: http://192.168.1.35/backup/on
 
--> Testing: http://192.168.1.35/backup/onbound
 
--> Testing: http://192.168.1.35/backup/online
 
--> Testing: http://192.168.1.35/backup/onsite
 
--> Testing: http://192.168.1.35/backup/op
 
--> Testing: http://192.168.1.35/backup/open
 
--> Testing: http://192.168.1.35/backup/open-account
 
--> Testing: http://192.168.1.35/backup/openads
 
--> Testing: http://192.168.1.35/backup/openapp
 
--> Testing: http://192.168.1.35/backup/openbsd
 
--> Testing: http://192.168.1.35/backup/opencart
 
--> Testing: http://192.168.1.35/backup/opendir
 
--> Testing: http://192.168.1.35/backup/openejb
 
--> Testing: http://192.168.1.35/backup/openfile
 
--> Testing: http://192.168.1.35/backup/openjpa
 
--> Testing: http://192.168.1.35/backup/opensearch
 
--> Testing: http://192.168.1.35/backup/opensource
 
--> Testing: http://192.168.1.35/backup/openvpnadmin
 
--> Testing: http://192.168.1.35/backup/openx
 
--> Testing: http://192.168.1.35/backup/opera
 
--> Testing: http://192.168.1.35/backup/operations
 
--> Testing: http://192.168.1.35/backup/operator
 
--> Testing: http://192.168.1.35/backup/opinion
 
--> Testing: http://192.168.1.35/backup/opinions
 
--> Testing: http://192.168.1.35/backup/opml
 
--> Testing: http://192.168.1.35/backup/opros
 
--> Testing: http://192.168.1.35/backup/opt
 
--> Testing: http://192.168.1.35/backup/option
 
--> Testing: http://192.168.1.35/backup/options
 
--> Testing: http://192.168.1.35/backup/ora
 
--> Testing: http://192.168.1.35/backup/oracle
 
--> Testing: http://192.168.1.35/backup/oradata
 
--> Testing: http://192.168.1.35/backup/order
 
--> Testing: http://192.168.1.35/backup/order_history
 
--> Testing: http://192.168.1.35/backup/order_status
 
--> Testing: http://192.168.1.35/backup/order-detail
 
--> Testing: http://192.168.1.35/backup/orderdownloads
 
--> Testing: http://192.168.1.35/backup/ordered
 
--> Testing: http://192.168.1.35/backup/orderfinished
 
--> Testing: http://192.168.1.35/backup/order-follow
 
--> Testing: http://192.168.1.35/backup/order-history
 
--> Testing: http://192.168.1.35/backup/order-opc
 
--> Testing: http://192.168.1.35/backup/order-return
 
--> Testing: http://192.168.1.35/backup/orders
 
--> Testing: http://192.168.1.35/backup/order-slip
 
--> Testing: http://192.168.1.35/backup/orderstatus
 
--> Testing: http://192.168.1.35/backup/ordertotal
 
--> Testing: http://192.168.1.35/backup/org
 
--> Testing: http://192.168.1.35/backup/organisation
 
--> Testing: http://192.168.1.35/backup/organisations
 
--> Testing: http://192.168.1.35/backup/organizations
 
--> Testing: http://192.168.1.35/backup/orig
 
--> Testing: http://192.168.1.35/backup/original
 
--> Testing: http://192.168.1.35/backup/os
 
--> Testing: http://192.168.1.35/backup/osc
 
--> Testing: http://192.168.1.35/backup/oscommerce
 
--> Testing: http://192.168.1.35/backup/other
 
--> Testing: http://192.168.1.35/backup/others
 
--> Testing: http://192.168.1.35/backup/otrs
 
--> Testing: http://192.168.1.35/backup/out
 
--> Testing: http://192.168.1.35/backup/outcome
 
--> Testing: http://192.168.1.35/backup/outgoing
 
--> Testing: http://192.168.1.35/backup/outils
 
--> Testing: http://192.168.1.35/backup/outline
 
--> Testing: http://192.168.1.35/backup/output
 
--> Testing: http://192.168.1.35/backup/outreach
 
--> Testing: http://192.168.1.35/backup/oversikt
 
--> Testing: http://192.168.1.35/backup/overview
 
--> Testing: http://192.168.1.35/backup/owa
 
--> Testing: http://192.168.1.35/backup/owl
 
--> Testing: http://192.168.1.35/backup/owners
 
--> Testing: http://192.168.1.35/backup/ows
 
--> Testing: http://192.168.1.35/backup/ows-bin
 
--> Testing: http://192.168.1.35/backup/p
 
--> Testing: http://192.168.1.35/backup/P
 
--> Testing: http://192.168.1.35/backup/p2p
 
--> Testing: http://192.168.1.35/backup/p7pm
 
--> Testing: http://192.168.1.35/backup/pa
 
--> Testing: http://192.168.1.35/backup/pack
 
--> Testing: http://192.168.1.35/backup/package
 
--> Testing: http://192.168.1.35/backup/packaged
 
--> Testing: http://192.168.1.35/backup/packages
 
--> Testing: http://192.168.1.35/backup/packaging
 
--> Testing: http://192.168.1.35/backup/packed
 
--> Testing: http://192.168.1.35/backup/pad
 
--> Testing: http://192.168.1.35/backup/page
 
--> Testing: http://192.168.1.35/backup/page_1
 
--> Testing: http://192.168.1.35/backup/page_2
 
--> Testing: http://192.168.1.35/backup/page_sample1
 
--> Testing: http://192.168.1.35/backup/page1
 
--> Testing: http://192.168.1.35/backup/page2
 
--> Testing: http://192.168.1.35/backup/pageid
 
--> Testing: http://192.168.1.35/backup/pagenotfound
 
--> Testing: http://192.168.1.35/backup/page-not-found
 
--> Testing: http://192.168.1.35/backup/pager
 
--> Testing: http://192.168.1.35/backup/pages
 
--> Testing: http://192.168.1.35/backup/Pages
 
--> Testing: http://192.168.1.35/backup/pagination
 
--> Testing: http://192.168.1.35/backup/paid
 
--> Testing: http://192.168.1.35/backup/paiement
 
--> Testing: http://192.168.1.35/backup/pam
 
--> Testing: http://192.168.1.35/backup/panel
 
--> Testing: http://192.168.1.35/backup/panelc
 
--> Testing: http://192.168.1.35/backup/paper
 
--> Testing: http://192.168.1.35/backup/papers
 
--> Testing: http://192.168.1.35/backup/parse
 
--> Testing: http://192.168.1.35/backup/part
 
--> Testing: http://192.168.1.35/backup/partenaires
 
--> Testing: http://192.168.1.35/backup/partner
 
--> Testing: http://192.168.1.35/backup/partners
 
--> Testing: http://192.168.1.35/backup/parts
 
--> Testing: http://192.168.1.35/backup/party
 
--> Testing: http://192.168.1.35/backup/pass
 
--> Testing: http://192.168.1.35/backup/passes
 
--> Testing: http://192.168.1.35/backup/passive
 
--> Testing: http://192.168.1.35/backup/passport
 
--> Testing: http://192.168.1.35/backup/passw
 
--> Testing: http://192.168.1.35/backup/passwd
 
--> Testing: http://192.168.1.35/backup/passwor
 
--> Testing: http://192.168.1.35/backup/password
 
--> Testing: http://192.168.1.35/backup/passwords
 
--> Testing: http://192.168.1.35/backup/past
 
--> Testing: http://192.168.1.35/backup/patch
 
--> Testing: http://192.168.1.35/backup/patches
 
--> Testing: http://192.168.1.35/backup/patents
 
--> Testing: http://192.168.1.35/backup/path
 
--> Testing: http://192.168.1.35/backup/pay
 
--> Testing: http://192.168.1.35/backup/payment
 
--> Testing: http://192.168.1.35/backup/payment_gateway
 
--> Testing: http://192.168.1.35/backup/payments
 
--> Testing: http://192.168.1.35/backup/paypal
 
--> Testing: http://192.168.1.35/backup/paypal_notify
 
--> Testing: http://192.168.1.35/backup/paypalcancel
 
--> Testing: http://192.168.1.35/backup/paypalok
 
--> Testing: http://192.168.1.35/backup/pbc_download
 
--> Testing: http://192.168.1.35/backup/pbcs
 
--> Testing: http://192.168.1.35/backup/pbcsad
 
--> Testing: http://192.168.1.35/backup/pbcsi
 
--> Testing: http://192.168.1.35/backup/pbo
 
--> Testing: http://192.168.1.35/backup/pc
 
--> Testing: http://192.168.1.35/backup/pci
 
--> Testing: http://192.168.1.35/backup/pconf
 
--> Testing: http://192.168.1.35/backup/pd
 
--> Testing: http://192.168.1.35/backup/pda
 
--> Testing: http://192.168.1.35/backup/pdf
 
--> Testing: http://192.168.1.35/backup/PDF
 
--> Testing: http://192.168.1.35/backup/pdf-invoice
 
--> Testing: http://192.168.1.35/backup/pdf-order-slip
 
--> Testing: http://192.168.1.35/backup/pdfs
 
--> Testing: http://192.168.1.35/backup/pear
 
--> Testing: http://192.168.1.35/backup/peek
 
--> Testing: http://192.168.1.35/backup/peel
 
--> Testing: http://192.168.1.35/backup/pem
 
--> Testing: http://192.168.1.35/backup/pending
 
--> Testing: http://192.168.1.35/backup/people
 
--> Testing: http://192.168.1.35/backup/People
 
--> Testing: http://192.168.1.35/backup/perf
 
--> Testing: http://192.168.1.35/backup/performance
 
--> Testing: http://192.168.1.35/backup/perl
 
--> Testing: http://192.168.1.35/backup/perl5
 
--> Testing: http://192.168.1.35/backup/person
 
--> Testing: http://192.168.1.35/backup/personal
 
--> Testing: http://192.168.1.35/backup/personals
 
--> Testing: http://192.168.1.35/backup/pfx
 
--> Testing: http://192.168.1.35/backup/pg
 
--> Testing: http://192.168.1.35/backup/pgadmin
 
--> Testing: http://192.168.1.35/backup/pgp
 
--> Testing: http://192.168.1.35/backup/pgsql
 
--> Testing: http://192.168.1.35/backup/phf
 
--> Testing: http://192.168.1.35/backup/phishing
 
--> Testing: http://192.168.1.35/backup/phone
 
--> Testing: http://192.168.1.35/backup/phones
 
--> Testing: http://192.168.1.35/backup/phorum
 
--> Testing: http://192.168.1.35/backup/photo
 
--> Testing: http://192.168.1.35/backup/photodetails
 
--> Testing: http://192.168.1.35/backup/photogallery
 
--> Testing: http://192.168.1.35/backup/photography
 
--> Testing: http://192.168.1.35/backup/photos
 
--> Testing: http://192.168.1.35/backup/php
 
--> Testing: http://192.168.1.35/backup/PHP
 
--> Testing: http://192.168.1.35/backup/php.ini
 
+ http://192.168.1.35/backup/php.ini (CODE:403|SIZE:277)

 
--> Testing: http://192.168.1.35/backup/php_uploads
 
--> Testing: http://192.168.1.35/backup/php168
 
--> Testing: http://192.168.1.35/backup/php3
 
--> Testing: http://192.168.1.35/backup/phpadmin
 
--> Testing: http://192.168.1.35/backup/phpads
 
--> Testing: http://192.168.1.35/backup/phpadsnew
 
--> Testing: http://192.168.1.35/backup/phpbb
 
--> Testing: http://192.168.1.35/backup/phpBB
 
--> Testing: http://192.168.1.35/backup/phpbb2
 
--> Testing: http://192.168.1.35/backup/phpBB2
 
--> Testing: http://192.168.1.35/backup/phpbb3
 
--> Testing: http://192.168.1.35/backup/phpBB3
 
--> Testing: http://192.168.1.35/backup/php-bin
 
--> Testing: http://192.168.1.35/backup/php-cgi
 
--> Testing: http://192.168.1.35/backup/phpEventCalendar
 
--> Testing: http://192.168.1.35/backup/phpinfo
 
--> Testing: http://192.168.1.35/backup/phpinfo.php
 
--> Testing: http://192.168.1.35/backup/phpinfos
 
--> Testing: http://192.168.1.35/backup/phpldapadmin
 
--> Testing: http://192.168.1.35/backup/phplist
 
--> Testing: http://192.168.1.35/backup/phplive
 
--> Testing: http://192.168.1.35/backup/phpmailer
 
--> Testing: http://192.168.1.35/backup/phpmanual
 
--> Testing: http://192.168.1.35/backup/phpmv2
 
--> Testing: http://192.168.1.35/backup/phpmyadmin
 
--> Testing: http://192.168.1.35/backup/phpMyAdmin
 
--> Testing: http://192.168.1.35/backup/phpmyadmin2
 
